(55	1	1)
(91	122	1)
(111	88	1)
(35	47	1)
(111	108	1)
(36	91	1)
(111	110	1)
(78	112	1)
(123	124	1)
(6	17	1)
(55	77	1)
(78	44	1)
(56	101	1)
(78	58	1)
(112	3	1)
(15	80	1)
(7	48	1)
(90	19	1)
(121	93	1)
(15	16	1)
(113	59	1)
(80	96	1)
(14	125	1)
(5	22	1)
(77	71	1)
(58	26	1)
(58	40	1)
(21	60	1)
(95	62	1)
(95	92	1)
(57	8	1)
(95	98	1)
(21	31	1)
(5	20	1)
(32	80	1)
(53	86	1)
(5	37	1)
(33	62	1)
(5	65	1)
(123	61	1)
(78	92	1)
(35	82	1)
(56	24	1)
(18	32	1)
(35	54	1)
(78	81	1)
(45	86	1)
(12	97	1)
(44	67	1)
(44	55	1)
(44	60	1)
(44	42	1)
(8	74	1)
(8	37	1)
(12	89	1)
(51	119	1)
(8	45	1)
(52	79	1)
(84	74	1)
(85	88	1)
(45	120	1)
(9	106	1)
(9	73	1)
(48	69	1)
(49	28	1)
(84	80	1)
(84	109	1)
(10	6	1)
(117	43	1)
(7	117	1)
(53	48	1)
(80	44	1)
(40	89	1)
(53	36	1)
(120	119	1)
(7	82	1)
(113	121	1)
(52	123	1)
(25	65	1)
(90	83	1)
(113	20	1)
(13	108	1)
(13	122	1)
(81	105	1)
(13	52	1)
(89	28	1)
(99	119	1)
(23	126	1)
(77	103	1)
(1	6	1)
(1	125	1)
(23	64	1)
(30	5	1)
(27	22	1)
(62	107	1)
(126	32	1)
(28	73	1)
(23	68	1)
(90	99	2)
(21	116	2)
(47	118	2)
(80	101	2)
(100	25	2)
(40	114	2)
(84	4	2)
(121	104	2)
(0	114	2)
(81	2	2)
(127	121	2)
(115	71	2)
(23	46	2)
(29	18	2)
(34	88	2)
(125	87	2)
(111	41	2)
(40	94	2)
(32	102	2)
(77	75	2)
(37	39	2)
(28	50	3)
(35	76	3)
(47	38	3)
(22	66	3)
(11	79	3)
(77	70	3)
(91	63	4)
(36	72	4)
166
