(30	24	1)
(61	9	1)
(4	36	1)
(4	47	1)
(4	2	1)
(4	26	1)
(3	56	1)
(30	9	1)
(3	24	1)
(30	14	1)
(3	10	1)
(34	31	1)
(2	50	1)
(53	7	1)
(35	12	1)
(38	37	1)
(1	58	1)
(8	7	1)
(15	33	1)
(15	40	1)
(15	52	1)
(60	14	1)
(16	11	1)
(18	43	1)
(57	19	1)
(20	18	1)
(63	44	1)
(57	60	1)
(23	3	1)
(6	26	1)
(24	25	1)
(6	21	1)
(60	36	1)
(24	59	1)
(5	44	1)
(0	46	1)
(49	24	1)
(45	20	1)
(24	62	2)
(19	22	2)
(3	20	2)
(30	0	2)
(21	33	2)
(30	41	2)
(7	24	2)
(22	35	2)
(45	37	2)
(42	48	2)
(57	51	2)
(28	40	2)
(43	31	2)
(5	25	2)
(0	11	2)
(1	57	2)
(19	32	2)
(2	27	2)
(13	24	2)
(15	39	2)
(38	54	2)
(26	48	3)
(28	17	3)
(35	55	3)
(5	29	3)
92
