0	43	5
0	27	8
1	61	35
1	63	31
2	57	44
2	49	19
3	25	11
3	72	36
4	58	10
4	34	4
5	48	18
5	61	35
6	50	14
6	13	34
7	64	12
7	76	21
8	32	23
8	41	1
9	6	23
9	63	45
10	5	47
10	72	11
11	44	29
11	75	33
12	39	25
12	76	14
13	36	10
13	62	49
14	24	35
14	58	28
15	36	21
15	63	23
16	3	27
16	6	42
17	76	28
17	65	46
18	2	1
18	80	18
19	69	10
19	75	36
20	9	26
20	10	6
21	54	6
21	24	39
22	35	16
22	55	49
23	62	43
23	59	30
24	39	35
24	29	48
25	45	16
25	53	37
26	55	32
26	40	36
27	40	28
27	52	2
28	40	22
28	58	40
29	28	17
29	59	14
30	10	31
30	73	36
31	78	6
31	48	47
32	30	4
32	68	49
33	63	43
33	20	1
34	58	10
34	21	8
35	7	17
35	33	50
36	1	34
36	48	33
37	49	43
37	12	4
38	9	27
38	23	37
39	56	32
39	36	50
40	64	18
40	11	26
41	50	50
41	1	15
42	62	37
42	12	13
43	41	27
43	34	35
44	30	6
44	2	35
45	22	19
45	4	6
46	73	31
46	56	7
47	29	48
47	38	5
48	8	35
48	67	49
49	54	19
49	64	22
50	55	9
50	53	7
51	17	47
51	12	38
52	54	37
52	78	30
53	20	23
53	6	40
54	69	15
54	47	9
55	43	1
55	66	3
56	10	39
56	44	37
57	12	22
57	9	14
58	77	29
58	9	8
59	22	27
59	14	32
60	38	48
60	59	30
61	6	44
61	15	42
62	25	32
62	30	12
63	73	23
63	26	2
64	51	41
64	35	21
65	0	40
65	30	1
66	58	48
66	47	11
67	79	7
67	47	34
68	56	11
68	16	33
69	45	32
69	48	45
70	31	6
70	43	16
71	20	36
71	42	29
72	56	27
72	46	15
73	23	20
73	54	38
74	52	40
74	31	22
75	55	16
75	42	8
76	46	27
76	61	15
77	42	29
77	64	50
78	61	42
78	41	3
79	5	49
79	65	5
80	23	8
80	53	11
