0	141	43
0	196	14
0	30	7
1	74	31
1	69	31
1	200	35
2	140	20
2	93	0
2	160	29
3	96	7
3	176	1
3	10	23
4	149	17
4	162	32
4	2	23
5	42	28
5	223	6
5	116	1
6	239	35
6	167	7
6	149	50
7	103	10
7	219	43
7	199	35
8	1	29
8	68	5
8	171	15
9	131	32
9	22	6
9	13	5
10	109	35
10	56	27
10	231	45
11	47	6
11	173	18
11	76	0
12	54	1
12	112	6
12	181	27
13	108	21
13	75	43
13	122	43
14	103	8
14	175	24
14	33	42
15	206	22
15	213	20
15	183	4
16	98	42
16	141	15
16	167	26
17	206	3
17	145	46
17	153	44
18	58	25
18	204	3
18	23	30
19	194	31
19	193	29
19	120	24
20	80	38
20	204	15
20	166	25
21	199	24
21	182	29
21	44	15
22	155	7
22	106	48
22	171	7
23	234	20
23	79	22
23	48	40
24	234	17
24	94	32
24	163	28
25	68	48
25	114	5
25	73	47
26	219	24
26	45	37
26	135	7
27	160	45
27	193	45
27	43	30
28	214	7
28	108	7
28	32	12
29	58	0
29	107	2
29	142	10
30	158	17
30	27	20
30	32	1
31	220	26
31	16	27
31	127	8
32	113	21
32	166	44
32	216	25
33	153	8
33	228	9
33	128	4
34	147	43
34	7	45
34	238	1
35	48	5
35	110	11
35	166	33
36	236	25
36	51	39
36	55	24
37	209	41
37	180	34
37	44	25
38	39	44
38	82	29
38	91	26
39	149	10
39	141	23
39	101	43
40	28	28
40	236	7
40	202	36
41	222	13
41	101	20
41	3	24
42	150	13
42	109	25
42	214	29
43	138	31
43	45	30
43	104	2
44	1	8
44	145	26
44	208	14
45	180	32
45	35	36
45	33	7
46	85	46
46	114	3
46	30	26
47	144	43
47	32	24
47	182	17
48	35	11
48	217	2
48	14	42
49	175	28
49	212	32
49	37	1
50	138	13
50	179	36
50	147	27
51	134	22
51	150	5
51	0	8
52	166	1
52	44	11
52	40	17
53	68	8
53	82	27
53	72	31
54	124	21
54	227	16
54	232	40
55	14	13
55	53	23
55	43	40
56	197	20
56	84	43
56	49	34
57	110	48
57	108	24
57	155	42
58	149	13
58	227	5
58	105	44
59	63	35
59	119	16
59	38	18
60	71	18
60	28	41
60	25	3
61	220	46
61	241	4
61	159	39
62	211	34
62	12	27
62	206	16
63	77	1
63	176	11
63	234	3
64	188	49
64	48	8
64	141	9
65	166	47
65	173	2
65	127	35
66	100	45
66	239	42
66	111	16
67	6	4
67	178	14
67	41	42
68	100	20
68	123	30
68	60	45
69	130	34
69	191	47
69	5	20
70	178	11
70	213	3
70	66	16
71	162	0
71	111	22
71	34	3
72	147	33
72	6	9
72	175	42
73	38	49
73	101	24
73	72	20
74	69	28
74	43	17
74	165	15
75	176	15
75	131	43
75	151	29
76	155	33
76	5	17
76	68	41
77	208	48
77	145	1
77	78	50
78	192	13
78	67	21
78	93	6
79	59	40
79	178	9
79	192	40
80	177	0
80	120	41
80	193	5
81	172	50
81	213	43
81	97	42
82	83	14
82	34	1
82	163	16
83	129	45
83	212	11
83	36	18
84	74	44
84	173	6
84	133	16
85	44	22
85	240	15
85	221	42
86	230	33
86	70	8
86	160	6
87	209	4
87	131	12
87	182	7
88	1	13
88	142	19
88	229	21
89	113	39
89	207	7
89	1	15
90	119	35
90	126	0
90	142	19
91	140	18
91	193	16
91	179	9
92	182	2
92	192	13
92	8	12
93	66	45
93	167	25
93	55	20
94	150	12
94	31	43
94	40	36
95	219	11
95	160	8
95	84	24
96	216	18
96	85	16
96	229	27
97	191	21
97	238	8
97	90	0
98	44	21
98	12	32
98	180	27
99	236	46
99	8	12
99	97	5
100	78	40
100	239	40
100	163	12
101	26	5
101	177	8
101	104	37
102	216	47
102	21	50
102	233	15
103	140	50
103	131	6
103	228	50
104	138	15
104	238	21
104	160	28
105	186	15
105	150	21
105	113	48
106	117	2
106	188	20
106	78	36
107	21	3
107	22	11
107	157	39
108	127	38
108	210	20
108	151	42
109	172	19
109	216	31
109	87	22
110	154	1
110	186	48
110	68	3
111	83	33
111	133	45
111	90	7
112	194	35
112	229	17
112	49	41
113	169	48
113	34	8
113	190	23
114	34	31
114	158	22
114	197	33
115	169	23
115	69	29
115	39	17
116	75	6
116	102	43
116	241	33
117	35	44
117	225	14
117	173	5
118	129	10
118	201	46
118	121	32
119	90	19
119	38	36
119	65	6
120	123	1
120	126	28
120	181	40
121	54	1
121	227	16
121	236	26
122	30	47
122	170	45
122	206	25
123	106	45
123	180	27
123	168	45
124	52	2
124	110	46
124	95	28
125	235	4
125	153	35
125	169	13
126	48	47
126	240	43
126	76	14
127	91	34
127	221	20
127	173	39
128	80	40
128	63	13
128	202	33
129	2	40
129	202	39
129	121	13
130	13	5
130	166	41
130	89	0
131	7	33
131	190	43
131	75	44
132	54	2
132	81	14
132	162	22
133	222	44
133	127	22
133	196	14
134	152	49
134	2	19
134	237	1
135	148	38
135	212	3
135	98	27
136	91	13
136	66	41
136	166	27
137	121	24
137	200	27
137	159	22
138	89	50
138	171	40
138	9	34
139	82	28
139	68	28
139	35	5
140	214	47
140	238	8
140	184	11
141	119	11
141	166	4
141	160	17
142	217	9
142	204	38
142	12	3
143	77	6
143	80	35
143	97	19
144	214	29
144	52	35
144	40	7
145	187	11
145	80	50
145	34	12
146	33	27
146	51	6
146	64	27
147	14	42
147	146	28
147	90	4
148	223	16
148	172	47
148	55	42
149	127	16
149	236	7
149	30	16
150	70	6
150	186	39
150	102	3
151	139	18
151	93	3
151	121	39
152	132	27
152	32	23
152	121	30
153	85	6
153	87	20
153	57	20
154	93	40
154	236	24
154	210	37
155	134	29
155	80	49
155	16	26
156	225	0
156	91	41
156	186	28
157	50	22
157	118	20
157	82	17
158	226	18
158	133	15
158	22	41
159	174	7
159	116	7
159	169	1
160	81	7
160	223	30
160	37	16
161	201	25
161	194	22
161	75	24
162	53	45
162	95	35
162	204	18
163	223	8
163	107	5
163	158	14
164	49	45
164	238	39
164	202	27
165	5	21
165	94	0
165	70	29
166	31	50
166	175	28
166	201	48
167	220	35
167	77	1
167	117	18
168	102	50
168	145	28
168	130	7
169	208	0
169	101	20
169	66	45
170	237	42
170	80	16
170	84	19
171	14	35
171	68	19
171	41	38
172	233	24
172	120	17
172	204	34
173	237	50
173	162	15
173	12	13
174	109	50
174	68	36
174	89	1
175	3	6
175	23	24
175	89	12
176	19	10
176	210	32
176	239	29
177	236	46
177	127	46
177	11	16
178	53	4
178	175	23
178	61	8
179	105	50
179	132	14
179	134	17
180	21	14
180	136	8
180	173	30
181	230	19
181	52	14
181	241	32
182	234	38
182	106	9
182	22	23
183	40	26
183	57	9
183	191	18
184	18	45
184	204	21
184	88	40
185	13	34
185	53	32
185	17	32
186	5	22
186	96	12
186	39	45
187	12	47
187	145	40
187	192	21
188	94	13
188	133	45
188	42	28
189	112	5
189	86	5
189	2	17
190	235	48
190	242	9
190	44	19
191	43	37
191	96	18
191	195	30
192	172	4
192	182	38
192	186	33
193	114	38
193	238	17
193	224	44
194	236	46
194	228	40
194	205	19
195	114	24
195	184	14
195	123	34
196	20	11
196	150	8
196	8	47
197	224	49
197	103	20
197	105	45
198	133	25
198	66	6
198	183	31
199	140	46
199	149	5
199	19	19
200	17	34
200	20	32
200	191	26
201	146	8
201	83	16
201	111	32
202	77	42
202	66	32
202	118	36
203	227	4
203	201	3
203	15	33
204	30	18
204	196	49
204	11	31
205	160	0
205	81	41
205	25	29
206	114	0
206	72	24
206	201	25
207	56	1
207	101	6
207	76	4
208	25	11
208	23	50
208	141	4
209	206	18
209	59	1
209	130	28
210	236	30
210	242	14
210	191	38
211	105	48
211	163	13
211	113	30
212	179	48
212	78	33
212	168	10
213	36	13
213	238	4
213	129	20
214	43	43
214	74	3
214	230	25
215	60	20
215	7	50
215	211	26
216	199	8
216	89	47
216	218	39
217	42	0
217	128	17
217	63	30
218	215	50
218	69	22
218	65	46
219	48	29
219	65	28
219	184	18
220	112	34
220	68	5
220	90	49
221	46	43
221	198	16
221	102	14
222	73	21
222	136	13
222	149	15
223	130	32
223	34	19
223	101	32
224	119	49
224	70	29
224	157	43
225	72	8
225	142	5
225	22	8
226	18	0
226	80	11
226	99	32
227	9	3
227	231	7
227	69	44
228	6	13
228	139	27
228	114	21
229	180	8
229	95	17
229	115	50
230	14	22
230	91	5
230	44	33
231	187	2
231	173	6
231	2	36
232	110	19
232	102	41
232	197	20
233	12	29
233	113	26
233	141	25
234	206	7
234	196	22
234	154	22
235	161	40
235	106	5
235	64	27
236	48	24
236	118	36
236	84	49
237	149	34
237	213	6
237	204	48
238	88	46
238	213	44
238	187	38
239	226	6
239	48	21
239	182	50
240	173	4
240	70	36
240	142	27
241	86	16
241	234	26
241	66	28
242	134	28
242	167	14
242	123	33
