0	27	43
0	56	3
1	48	36
1	16	30
2	8	5
2	59	2
3	27	29
3	51	47
4	37	17
4	58	1
5	2	29
5	50	3
6	14	50
6	47	33
7	77	22
7	46	8
8	47	12
8	20	36
9	56	7
9	68	34
10	18	20
10	10	35
11	41	46
11	27	43
12	71	32
12	35	34
13	74	27
13	19	44
14	67	29
14	53	17
15	37	44
15	45	24
16	47	32
16	73	9
17	10	17
17	8	38
18	58	12
18	18	10
19	76	1
19	5	18
20	42	40
20	76	23
21	46	16
21	60	21
22	78	23
22	12	5
23	60	35
23	14	47
24	3	42
24	6	35
25	59	42
25	33	36
26	20	42
26	19	41
27	33	32
27	40	28
28	22	24
28	7	29
29	54	25
29	46	7
30	26	47
30	48	19
31	59	18
31	61	45
32	5	42
32	41	19
33	16	7
33	61	29
34	11	2
34	70	27
35	36	22
35	16	33
36	12	6
36	78	5
37	30	3
37	19	32
38	65	27
38	11	44
39	15	17
39	21	48
40	46	25
40	59	16
41	10	16
41	3	24
42	29	6
42	71	41
43	9	9
43	31	29
44	71	45
44	72	1
45	56	4
45	52	32
46	79	6
46	71	13
47	70	6
47	3	16
48	45	18
48	75	21
49	74	21
49	68	12
50	79	49
50	36	50
51	63	32
51	59	41
52	61	39
52	5	10
53	44	7
53	68	0
54	40	13
54	79	1
55	20	13
55	47	41
56	11	14
56	8	49
57	80	27
57	3	15
58	62	42
58	35	40
59	10	2
59	74	2
60	57	50
60	27	20
61	63	41
61	68	12
62	8	16
62	1	31
63	31	37
63	21	23
64	51	18
64	9	9
65	49	12
65	19	12
66	44	9
66	46	17
67	75	35
67	51	29
68	33	25
68	31	13
69	1	9
69	50	26
70	66	19
70	62	41
71	3	6
71	54	42
72	32	49
72	49	38
73	21	2
73	37	50
74	30	1
74	15	42
75	59	21
75	67	18
76	53	0
76	71	44
77	20	30
77	7	44
78	34	35
78	3	44
79	20	7
79	56	22
80	43	32
80	56	10
