0	646	18
0	87	11
0	269	31
0	317	38
1	349	42
1	42	44
1	444	25
1	230	12
2	630	10
2	145	10
2	460	39
2	57	9
3	641	18
3	343	21
3	499	33
3	308	10
4	291	44
4	453	11
4	423	36
4	462	7
5	519	1
5	477	1
5	644	22
5	38	39
6	265	42
6	320	2
6	596	7
6	232	50
7	709	23
7	240	14
7	533	34
7	22	28
8	447	1
8	10	50
8	147	24
8	90	3
9	302	30
9	418	24
9	424	43
9	700	37
10	315	4
10	194	34
10	504	9
10	514	0
11	429	22
11	16	47
11	373	42
11	75	49
12	348	7
12	449	44
12	654	2
12	498	28
13	651	49
13	39	36
13	560	41
13	642	34
14	599	7
14	201	41
14	665	1
14	422	45
15	8	17
15	537	3
15	443	50
15	449	42
16	254	12
16	214	27
16	376	28
16	155	45
17	518	15
17	90	31
17	396	48
17	637	39
18	430	49
18	548	7
18	157	44
18	325	22
19	95	22
19	180	38
19	389	24
19	482	30
20	23	33
20	512	32
20	427	37
20	531	43
21	643	2
21	261	22
21	644	18
21	193	19
22	144	11
22	379	36
22	122	44
22	643	3
23	101	18
23	710	49
23	533	35
23	436	49
24	543	23
24	684	32
24	482	37
24	373	50
25	605	22
25	52	17
25	508	9
25	253	47
26	408	45
26	146	23
26	157	39
26	531	43
27	463	47
27	19	26
27	345	26
27	661	36
28	2	0
28	724	47
28	130	39
28	629	46
29	240	47
29	49	17
29	490	30
29	498	2
30	691	35
30	694	36
30	536	12
30	688	49
31	490	12
31	79	35
31	46	19
31	95	12
32	678	21
32	291	39
32	368	30
32	256	21
33	481	13
33	36	46
33	418	37
33	654	50
34	100	7
34	497	34
34	23	28
34	403	14
35	517	35
35	485	4
35	423	9
35	57	7
36	586	29
36	204	44
36	571	47
36	444	46
37	370	23
37	114	43
37	693	14
37	684	6
38	115	50
38	645	24
38	212	22
38	657	40
39	369	46
39	572	12
39	101	45
39	459	32
40	407	5
40	366	37
40	177	1
40	392	22
41	593	39
41	235	20
41	276	23
41	559	1
42	433	14
42	544	32
42	458	33
42	252	6
43	279	16
43	69	27
43	494	46
43	679	28
44	276	47
44	456	17
44	681	34
44	79	37
45	50	14
45	53	33
45	118	23
45	410	41
46	282	14
46	71	50
46	63	0
46	376	27
47	700	4
47	50	16
47	14	40
47	143	46
48	624	10
48	584	0
48	579	32
48	332	30
49	129	12
49	456	30
49	465	26
49	415	42
50	567	3
50	299	19
50	359	13
50	40	22
51	229	6
51	451	38
51	665	48
51	550	15
52	29	46
52	563	50
52	501	37
52	643	0
53	247	13
53	650	6
53	53	44
53	222	27
54	414	22
54	620	23
54	546	38
54	713	19
55	639	8
55	403	48
55	65	21
55	184	1
56	275	11
56	53	19
56	296	13
56	663	6
57	155	8
57	198	28
57	445	40
57	290	50
58	627	27
58	199	39
58	394	14
58	116	4
59	388	34
59	86	43
59	80	36
59	260	25
60	568	32
